"Fraction","ASV","relab_sum","shap_p","Year","Month","Species","Rotation","Nitrogen","Block","Rep","Residual","Kingdom","Phylum","Class","Order","Family","Genus","species","taxa"
"rhizosphere","asv_002357",0.0831509626583517,0.0775569753212235,1.48e-06,1.6e-07,8.34402934,0,0.46403401,2.5e-07,0,91.19193477,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"rhizosphere","asv_001586",0.0831240577776965,0.0996091264811004,1.61510616,5.96258707,14.7350274,6.13e-06,0.01446437,0.84763173,3.33145886,73.49371828,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga",NA,"f__Chitinophagaceae g__Chitinophaga "
"rhizosphere","asv_001068",0.0829741469861716,0.370201187539772,1.34867226,2.20792835,1.57027609,0.66556782,19.60219826,2.84048573,9.5e-07,71.76487056,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"rhizosphere","asv_002507",0.0828510376828045,0.379210417851901,0.79637989,0.23300135,1.67864376,0,9.62916327,0.75919645,2.51584102,84.38777424,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter",NA,"f__Sphingomonadaceae g__Kaistobacter "
"rhizosphere","asv_003046",0.0827788538612746,0.894696024093977,7.22060415,7.34097028,0,1.17525155,6.151e-05,1.98145985,0,82.28165266,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA,"f__Sphingobacteriaceae  "
"rhizosphere","asv_001400",0.0823081479794204,0.0547435336123347,7.005e-05,0,0,0,1.92377178,3.67487315,2.53e-06,94.40128249,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",NA,"f__Rhodospirillaceae g__Skermanella "
"rhizosphere","asv_000982",0.0823068137454326,0.977119864989734,0.32497568,0,0.80825164,0,1e-07,0,0.25306332,98.61370926,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"rhizosphere","asv_001044",0.0822684312933818,0.616133709708233,1.53e-06,0.37078171,9.54645013,0.0377021,16.84104204,2.278e-05,0,73.2039997,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA,"f__Chitinophagaceae  "
"rhizosphere","asv_001258",0.0822669093008995,0.582191056763144,5.64643892,0.57070935,0.00039065,2.27e-06,1.26532449,2.02e-06,1.41015576,91.10697655,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Microlunatus",NA,"f__Propionibacteriaceae g__Microlunatus "
"rhizosphere","asv_000876",0.0821918370386781,0.209705131563599,1.24915083,1.01217251,1.65655791,0,0.06069367,7e-08,0.79677954,95.22464547,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",NA,"f__Rhodospirillaceae g__Skermanella "
"rhizosphere","asv_000934",0.0820724293019953,0.841361415925556,18.0431535,3.70004518,2.2965083,0.00085127,5.80934465,0.06477849,0.87630847,69.20901013,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"rhizosphere","asv_000917",0.0820324845849509,0.540435112676825,0.19196777,1.73681171,6.89695217,0,13.31763991,0.86428596,7.1e-07,76.99234177,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA,"f__Chitinophagaceae  "
"rhizosphere","asv_001185",0.0819845085922928,0.476672266231473,0,0,0,0.00012989,0.78272275,1.04068265,0.00971061,98.1667541,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae",NA,NA,"f__Geodermatophilaceae  "
"rhizosphere","asv_001100",0.0818424024849005,0.62134378719134,1.6523465,0,17.74421619,4.85953446,12.54260316,2.563e-05,3.9e-07,63.20127368,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia",NA,"f__Burkholderiaceae g__Burkholderia "
"rhizosphere","asv_001791",0.0818191492305697,0.316343215085981,1.46e-06,1.02374159,4.21512395,6.4e-07,0,0,0,94.76113236,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga","arvensicola","f__Chitinophagaceae g__Chitinophaga s__arvensicola"
"rhizosphere","asv_001222",0.0817146779366626,0.504764266045066,7.73543715,12.80034777,0.35848744,0,2.4780502,1.86e-06,2.047e-05,76.62765511,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Yersinia",NA,"f__Enterobacteriaceae g__Yersinia "
"rhizosphere","asv_001451",0.0816490708788952,0.75049760925442,0.70767823,0,24.43380135,1.4e-07,0.25809481,3.54e-06,7e-08,74.60042186,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","leguminosarum","f__Rhizobiaceae g__Rhizobium s__leguminosarum"
"rhizosphere","asv_002270",0.0815393319600365,8.34887418016299e-06,11.54835704,25.96460285,2.82534468,0.00117535,0,0.0158716,0.0004444,59.64420407,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"rhizosphere","asv_001058",0.0815322814320344,0.404478307218054,10.72301251,6.21922594,0,0,5.73090248,0,1.2078474,76.11901168,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"rhizosphere","asv_002102",0.0814006025460896,0.860838458494647,0.21656425,0.45996216,11.2131361,0.00129462,7.85420921,8.117e-05,0.00634958,80.2484029,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"rhizosphere","asv_001084",0.081390091500119,0.0884611415203279,9.80845477,14.04149318,0.00013737,0.00010829,0.75754022,1.089e-05,0.17433507,75.21792022,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Yersinia",NA,"f__Enterobacteriaceae g__Yersinia "
"rhizosphere","asv_001050",0.0813184299181687,0.256021674763001,6.4e-06,1.56825124,0.35288389,0.62011351,2.40423671,0,0,95.05450826,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",NA,"f__Rhodospirillaceae g__Skermanella "
"rhizosphere","asv_002389",0.0812487248085645,0.676853699923176,1.06445232,4.6e-07,11.70371607,0.00012382,0.85933383,0,6.12297135,80.24940216,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Inquilinus","limosus","f__Rhodospirillaceae g__Inquilinus s__limosus"
"rhizosphere","asv_001256",0.081221637664369,0.724498484005547,7.54381767,0.01787194,0,3.66590413,17.36212005,3.19780728,7e-07,68.21247822,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"rhizosphere","asv_002633",0.0811874442389113,0.0688864301610144,0.00598413,0.54580817,16.68538295,5e-08,12.48672625,9e-08,0.89186234,69.38423602,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA,"f__Caulobacteraceae g__Phenylobacterium "
"rhizosphere","asv_001556",0.0810539015385064,0.586128214017279,6.32135569,0,15.88982489,0,13.28533618,2e-07,0.67256078,63.83092225,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia",NA,"f__Burkholderiaceae g__Burkholderia "
"rhizosphere","asv_002062",0.0810438651905121,0.760014929014534,1.25473941,5.10114073,0,2.35028056,0,7.4e-07,1.56820677,89.72563179,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"rhizosphere","asv_000526",0.0807371951415119,0.233432541877578,3.32508976,21.18419855,2.72259277,0,4.35225132,1.44140879,2.61e-06,66.97445621,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Klebsiella",NA,"f__Enterobacteriaceae g__Klebsiella "
"rhizosphere","asv_000996",0.0806990812714704,0.915744307942747,4.79e-06,1e-08,3.53654326,2.70110177,0,0,1.4e-07,93.76235003,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae",NA,NA,"f__Intrasporangiaceae  "
"rhizosphere","asv_000933",0.0805710833800081,0.329809810167901,6e-07,0,7.97543628,5e-08,0,3.75907957,0,88.2654835,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"rhizosphere","asv_000859",0.0803117002452269,0.525757987154273,5.88268181,3.83815822,2.02994226,6.43e-06,1.50745991,1.83243456,3.7e-06,84.90931311,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"rhizosphere","asv_002360",0.0801995291479212,0.223967768871496,5.16388587,0.52693129,11.79987725,1.28e-06,0.00010256,0,0.00018116,82.50902058,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Inquilinus","limosus","f__Rhodospirillaceae g__Inquilinus s__limosus"
"rhizosphere","asv_001513",0.0801578134843433,0.0462409409603779,1.23468006,6.36604286,8.8410863,3e-06,1.85e-06,0.06255017,2.79544958,80.70018618,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga",NA,"f__Chitinophagaceae g__Chitinophaga "
"rhizosphere","asv_000720",0.0801471241535783,0.564767119826398,0.57555625,6.7e-07,0,2.49727485,1.3e-07,1.8e-07,0.25436112,96.6728068,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"rhizosphere","asv_000837",0.0800711222467745,0.808227718873075,8.3e-07,0,0,0,9.2e-07,7e-08,0.77473633,99.22526185,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA,"f__Pseudonocardiaceae g__Pseudonocardia "
"rhizosphere","asv_001391",0.0800557697800044,0.971824322086179,0.54031708,1.16751345,2.11785026,1.7e-07,0.30139661,0.83512255,1.93981822,93.09798166,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",NA,"f__Nitrospiraceae g__Nitrospira "
"rhizosphere","asv_000968",0.0799847764804874,0.0382728717659496,1.5054798,2.49700893,2.39912803,1.1e-07,29.7167906,1.232e-05,1.44e-06,63.88157875,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"rhizosphere","asv_000540",0.079884459255601,0.0458960126285006,22.31493721,31.72319867,0.45565205,2e-08,1e-08,8e-08,7.9e-07,45.50621116,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"rhizosphere","asv_000521",0.0796538784283932,0.0389510089674488,24.33388301,33.28975016,0.15323263,0.8445625,0,0,0.00016803,41.37840368,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"rhizosphere","asv_002111",0.0796501507036072,0.427800711112906,14.14647525,7.89826587,11.81679562,2.5e-06,2.1e-07,7.58e-06,0.33619101,65.80226196,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga",NA,"f__Chitinophagaceae g__Chitinophaga "
"rhizosphere","asv_001373",0.0796327279705563,0.219589875017533,3.60146692,5.1e-07,14.39403836,2.236e-05,11.24312343,3.08099541,0.86064123,66.81971177,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia",NA,"f__Burkholderiaceae g__Burkholderia "
"rhizosphere","asv_000651",0.0795834794495758,0.888435873434779,1.482e-05,1.30306389,0,7.31e-06,8.72184761,1.32e-06,1.84376908,88.13129596,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae",NA,NA,"f__Intrasporangiaceae  "
"rhizosphere","asv_000793",0.0795584173428827,0.657427687608022,13.97169173,1.1e-07,2.12607205,7.485e-05,7.58852159,0.0031293,1.9e-07,76.31051018,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"rhizosphere","asv_000470",0.079499514919081,0.540049417988556,3.73635438,22.19497751,2.12738743,4.6e-07,5.88644407,0.5367343,0,65.51810185,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,"f__Enterobacteriaceae  "
"rhizosphere","asv_001041",0.0794255429082933,0.0205961187081701,7.70255732,14.19481679,1.2e-07,0.00346592,0.66682651,0.00896057,0.00539855,77.41797422,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Yersinia",NA,"f__Enterobacteriaceae g__Yersinia "
"rhizosphere","asv_002683",0.0792930018389073,0.083874661018291,0,1.19008191,13.39578401,1e-07,1.827e-05,0,7.8e-07,85.41411493,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"rhizosphere","asv_000557",0.0792435224227095,0.000850525407046979,33.74619257,5.19892766,1.46650539,0,8.52575891,1.6542471,0.00305949,49.40530888,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"rhizosphere","asv_000790",0.0792024270701474,0.951350114302848,0.74819555,3.13644506,5.99499952,0.44811398,17.91288195,1.283e-05,6.52e-06,71.75934459,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA,"f__Chitinophagaceae  "
"rhizosphere","asv_003146",0.0791399526556713,0.727619243847537,14.92771643,1.50449586,4.44746391,1.57149953,1.21893958,2.24867128,1.13e-06,74.08121227,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Methylibium",NA,"f__Comamonadaceae g__Methylibium "
"rhizosphere","asv_000805",0.0788952486287309,0.942319172850132,14.77121915,2.42998311,0,0.61530459,4.53693124,2.55e-06,0,77.64655936,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"rhizosphere","asv_001935",0.0788939020582549,0.0502191750472965,5e-08,1.02351407,11.89035062,7.305e-05,1.77770192,1.96089308,0.00040528,83.34706194,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"rhizosphere","asv_000902",0.0788687779502086,0.668740286329279,4.96742078,0,4.873e-05,1.23e-06,1.52435408,0,0.00030623,93.50786896,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"rhizosphere","asv_003537",0.0788213955392413,0.057366195481721,7.50922435,0.68114684,2.79e-06,0,0.76051603,1.253e-05,2.6e-07,91.0490972,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces","mirabilis","f__Streptomycetaceae g__Streptomyces s__mirabilis"
"rhizosphere","asv_001235",0.0787622902971917,0.258851457590563,8.51915753,3.96248379,0,3.28053223,2.55037179,0,2.2e-07,81.68745443,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1145"
"rhizosphere","asv_003399",0.0786149004671438,0.0692274285943483,2.23242419,1.481e-05,0.76166025,0.07754231,12.99350207,3.3e-07,8.318e-05,83.93477285,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"rhizosphere","asv_002741",0.0785798590843984,0.624730830243784,9.17105641,3e-08,11.17270529,6.78e-06,1.294e-05,1.907e-05,1.1e-07,79.65619938,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Methylibium",NA,"f__Comamonadaceae g__Methylibium "
"rhizosphere","asv_000626",0.0785260844088308,0.364593267161009,21.68122651,32.57945062,0.10100413,0.40354898,0.0014651,0.44882373,0,44.78448094,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"rhizosphere","asv_000547",0.0784545256988698,0.0385618376986267,22.25574324,29.78509889,1.10234796,3.4e-07,8.042e-05,1.73292214,3.8e-07,45.12380663,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"rhizosphere","asv_001268",0.0784421446651594,0.100630537739412,8.87615898,12.40711456,3.65e-06,0,0.36414148,0.0231318,0.00010621,78.32934331,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Yersinia",NA,"f__Enterobacteriaceae g__Yersinia "
"rhizosphere","asv_001098",0.0783961478045903,0.116071665725209,2.15129319,0.63517809,0.00028829,1.5e-06,7e-08,2e-08,3.92662576,93.28661308,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"rhizosphere","asv_001289",0.0783322690580643,0.376220974031103,0,3.1503825,0,2.81e-06,1.3e-07,6.8e-07,0,96.84961389,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Microlunatus",NA,"f__Propionibacteriaceae g__Microlunatus "
"rhizosphere","asv_001510",0.0782562506488781,0.802749952149855,4.22031023,0.91504434,0,8e-08,6.4e-07,0.16918076,5.7e-07,94.69546338,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea","agglomerans","f__Enterobacteriaceae g__Pantoea s__agglomerans"
"rhizosphere","asv_001307",0.0781721016549076,0.507125103944229,13.55172276,0.61975685,0.00015402,0.0005324,0.55963124,0,0.00017608,85.26802664,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"rhizosphere","asv_001782",0.078088424990201,0.955348850445403,19.13510401,0.26864124,18.82041523,2.1e-07,1.27146624,0,0,60.50437307,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",NA,"f__Sphingomonadaceae g__Sphingobium "
"rhizosphere","asv_002230",0.0779756628214484,0.887024261261454,7.1e-07,4.28199956,4.07132585,0.20708701,2.70523203,3.58595627,1.111e-05,85.14838746,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"rhizosphere","asv_001260",0.0778505565780874,0.275933895014346,2.9e-07,0.01098719,19.52204649,1.1e-07,0.00038693,8.5e-07,0,80.46657813,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium",NA,"f__Rhizobiaceae g__Rhizobium "
"rhizosphere","asv_002439",0.0777362957235179,0.94513738687475,0,6.71314493,3.95340603,0,2.79145108,3.45608227,0,83.08591569,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"rhizosphere","asv_001262",0.0776957481820016,0.0331962458919296,12.02497134,0,4.91371998,1.9e-07,1.24128382,1.1e-07,0,81.82002455,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","psychrolactophilus","f__Micrococcaceae g__Arthrobacter s__psychrolactophilus"
"rhizosphere","asv_001603",0.0776403735555638,0.012477581782846,0.0002075,0.23668244,0,6.18e-06,1.96304501,0.13537125,1.52e-06,97.66468609,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"rhizosphere","asv_001183",0.0776325767021143,0.699575502633482,12.70393834,6.14672986,1.45028328,0.70199248,4.3e-07,9.95e-06,2.9e-06,78.99704275,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
